"id","name","vision","composure","acceleration","speed","stamina","strength","balance","agility","jumping","heading"
4457,"Charlie Mulgrew",60,67,59,53,70,80,44,60,54,73
4458,"Chris Kum",56,61,69,70,68,67,66,61,81,71
4459,"Habib Habibou",60,69,65,69,60,80,46,59,70,68
4460,"Aleandro Rosi",55,74,79,77,79,76,60,70,68,60
4461,"André Leão",65,69,49,54,83,80,60,51,71,61
4462,"Alain Traoré",75,56,66,65,48,59,78,67,61,65
4463,"Ismail Konuk",46,50,51,53,73,70,65,60,73,75
4464,"Cenk Gönen",44,32,44,47,28,69,42,48,72,16
4465,"Stefano Guberti",71,71,73,72,62,59,70,72,67,59
4466,"José Guerrero",64,66,53,55,81,73,70,55,63,64
4467,"Kévin Constant",70,72,68,78,76,78,68,69,68,68
4468,"Daniele Capelli",29,62,34,50,58,89,55,34,77,69
4469,"Moreno Costanzo",75,60,64,62,74,58,64,80,58,54
4470,"Nicolás Bertolo",68,68,72,74,53,65,74,77,55,60
4471,"Julio César Domínguez",56,61,66,69,68,77,67,70,84,67
4472,"Lukas Jutkiewicz",60,64,66,76,69,79,66,59,81,79
4473,"Mattias Bjärsmyr",31,71,58,64,62,77,56,56,82,62
4474,"Per Karlsson",34,52,73,83,62,74,65,70,81,55
4475,"Jahmir Hyka",63,73,83,83,81,33,90,92,61,43
4476,"Nano",65,66,80,81,71,76,72,61,54,54
4477,"Daniel Halfar",72,65,83,76,67,54,90,90,74,49
4478,"Jan Rosenthal",74,73,65,65,61,65,66,72,73,68
4479,"Christian Bolaños",70,71,76,72,74,55,80,79,66,39
4480,"Khalifa Sankaré",34,60,51,59,61,91,39,46,67,72
4481,"Walter Ayoví",72,74,68,69,77,74,69,69,66,59
4482,"Victor Bernárdez",47,64,55,55,73,86,48,56,77,64
4483,"Chris Gunter",57,46,78,77,92,63,70,73,71,60
4484,"Christoph Leitgeb",74,79,77,71,74,44,76,80,58,39
4485,"Fabio Ceravolo",59,69,86,91,77,72,70,81,84,60
4486,"Daniele Dessena",67,70,74,67,79,68,68,72,67,67
4487,"Stylianos Malezas",38,69,53,54,59,77,39,51,63,69
4488,"Tomasz Jodlowiec",68,68,68,53,76,90,41,33,70,74
4489,"Matías Cahais",44,64,51,53,63,81,48,57,67,68
4490,"Brian Hamalainen",59,66,77,78,70,73,65,65,76,63
4491,"Pierre Kanstrup",56,74,66,72,78,83,62,57,66,70
4492,"Souleymane Bamba",38,64,65,68,76,85,39,35,58,74
4493,"Réginal Goreux",66,73,74,73,71,62,75,75,78,62
4494,"David Fernández",54,81,65,60,71,73,60,61,68,71
4495,"Joona Toivio",42,64,55,68,70,81,61,48,90,71
4496,"Gertjan De Mets",68,71,66,56,74,67,74,71,75,65
4497,"Michael Mancienne",52,59,73,75,71,75,62,71,81,68
4498,"Linares",59,68,64,63,67,58,68,65,78,71
4499,"Rafa López",39,66,53,54,61,67,63,51,78,68
4500,"Carlos Esquivel",64,66,77,78,78,65,73,77,80,55
4501,"Javi Moyano",52,61,82,86,88,72,71,82,72,54
4502,"Jordi Gómez",76,80,54,49,61,62,74,59,64,46
4503,"Sastre",68,54,59,60,76,70,71,74,70,59
4504,"Antonio Balzano",31,74,72,73,78,81,80,72,65,55
4505,"David Cotterill",69,70,77,78,68,56,76,77,71,37
4506,"Ryan Shotton",61,64,69,68,79,81,48,59,64,68
4507,"Roy Beerens",65,70,80,73,68,41,86,85,63,35
4508,"Hugo Ventura",48,47,44,40,31,65,57,52,77,11
4509,"Carlos Luna",41,66,69,53,32,75,74,71,89,72
4510,"Kieran Lee",72,70,72,69,82,58,77,64,70,59
4511,"Fraizer Campbell",61,67,80,76,71,61,79,76,72,68
4512,"Michael Madl",59,67,65,66,90,76,59,64,74,69
4513,"Jordens Peters",62,62,60,63,63,71,61,65,74,63
4514,"Ikechi Anya",67,60,88,89,79,70,85,92,80,50
4515,"Jonathan Martins Pereira",52,64,68,67,76,65,65,68,63,59
4516,"Mouhamadou Dabo",61,66,77,75,74,59,84,79,74,63
4517,"Henok Goitom",64,77,54,55,53,87,38,48,55,73
4518,"Magnus Troest",21,66,55,56,71,91,50,47,84,68
4519,"Efraín Juárez",62,67,74,76,80,71,62,68,64,61
4520,"Steffen Hagen",46,72,60,62,80,80,47,40,71,66
4521,"Viktor Fayzulin",72,70,75,73,63,59,70,74,46,34
4522,"Kyle Lafferty",64,68,69,66,68,79,68,58,75,75
4523,"Park Chu Young",68,61,69,68,69,69,67,74,81,64
4524,"Darío Bottinelli",80,58,54,59,77,67,79,81,58,39
4525,"Sekou Cissé",69,70,73,78,68,68,59,68,75,63
4526,"Joel Lynch",56,68,67,68,70,90,57,61,73,69
4527,"Drew Moor",49,64,68,67,75,75,69,64,78,75
4528,"Johan Dahlin",48,65,41,34,39,77,35,38,66,12
4529,"Pita",72,77,48,28,60,71,42,49,55,59
4530,"Nauzet",15,34,46,35,35,80,33,30,53,15
4531,"Alexis Thébaux",15,29,36,48,39,53,55,50,46,14
4532,"Grant Leadbitter",72,71,66,65,71,71,70,64,73,58
4533,"Andrea Lazzari",69,76,67,62,60,75,69,65,58,48
4534,"James Vaughan",53,67,79,81,66,75,53,77,83,70
4535,"Jordan Remacle",73,66,77,71,73,47,78,75,74,37
4536,"Miloš Krasic",74,78,74,68,62,62,60,65,52,58
4537,"Paul Gallagher",76,66,60,66,74,66,61,75,60,52
4538,"Andy Keogh",72,71,72,75,87,71,67,67,71,67
4539,"Emanuel Villa",63,78,48,51,49,80,61,63,78,81
4540,"Liam Ridgewell",58,56,68,73,74,78,52,65,82,75
4541,"Peter Whittingham",74,76,55,55,67,55,77,78,58,58
4542,"Davide Biondini",68,70,68,68,79,64,72,66,68,60
4543,"Víctor Casadesús",73,81,54,59,52,82,75,68,80,76
4544,"José Rivas",36,58,44,54,61,84,39,30,73,75
4545,"François Clerc",67,73,64,63,66,75,55,69,73,71
4546,"Ólafur Ingi Skúlason",66,72,65,66,85,75,62,59,81,67
4547,"Vasyl Kobin",53,52,75,76,75,70,70,73,71,72
4548,"Avimiled Rivas",69,64,64,71,78,71,66,65,61,57
4549,"Eugene Galekovic",50,68,46,45,40,63,56,46,71,12
4550,"Clayton Donaldson",67,70,76,80,83,85,61,61,68,65
4551,"Nereo Fernández",27,60,42,44,37,78,48,58,58,23
4552,"Christian Puggioni",36,55,44,34,34,66,42,68,74,15
4553,"Braulio Leal",74,71,55,55,64,53,78,74,60,53
4554,"Craig Bryson",71,74,71,70,89,54,90,83,71,56
4555,"Lukasz Szukala",55,63,35,40,60,92,31,42,40,75
4556,"Willem Janssen",69,77,53,57,82,73,64,64,72,71
4557,"David Edwards",70,62,64,68,89,70,59,70,83,80
4558,"Thomas Kessler",22,51,45,49,38,69,38,45,63,15
4559,"Joël Sami",50,67,33,34,68,90,34,32,63,73
4560,"José De la Cuesta",42,60,64,60,75,74,66,46,79,76
4561,"Christoph Janker",39,62,61,52,61,74,55,63,77,68
4562,"Juan Carlos Medina",71,71,67,68,73,68,72,68,76,52
4563,"Damián Álvarez",66,62,77,79,45,55,89,81,73,51
4564,"Jakub Rzezniczak",56,45,71,69,82,83,64,76,84,66
4565,"Carlitos",72,70,72,71,62,60,69,72,70,57
4566,"Lukasz Tralka",67,64,66,64,83,78,61,59,71,69
4567,"Víctor Figueroa",76,74,82,76,74,36,85,78,81,42
4568,"Gustavo Colman",79,74,55,61,47,62,68,65,55,52
4569,"Daniel Montenegro",76,69,59,53,31,57,73,62,69,59
4570,"Mike Williamson",42,64,46,32,68,77,32,31,71,76
4571,"Liam Rosenior",56,64,75,76,80,60,71,70,71,60
4572,"Dimitrios Konstantopoulos",32,21,33,43,29,59,36,44,59,13
4573,"Marco Caligiuri",62,72,68,66,70,72,70,75,84,66
4574,"Daniele Corvia",53,71,76,76,68,80,62,72,88,70
4575,"Ali Al-Habsi",29,56,41,55,41,64,53,60,74,16
4576,"Davy De fauw",61,71,51,51,80,62,62,60,68,69
4577,"Slawomir Peszko",68,63,76,74,66,66,81,76,75,36
4578,"Pawel Kieszek",45,47,50,46,33,72,45,32,74,20
4579,"Ivica Olic",62,75,62,69,80,75,72,70,69,68
4580,"Igor Lebedenko",69,75,75,68,73,76,61,68,72,73
4581,"Roman Pavlyuchenko",64,75,44,53,68,76,50,65,61,75
4582,"Juan Rodriguez",72,81,49,32,63,77,55,60,65,71
4583,"Rubén",40,26,47,53,42,70,52,64,75,12
4584,"Ikechukwu Uche",59,71,77,76,60,74,68,84,84,65
4585,"Razvan Rat",59,74,68,70,59,71,70,69,70,66
4586,"Emiliano Papa",65,63,73,74,74,45,75,75,71,65
4587,"Jonás Gutiérrez",69,84,58,63,39,75,49,53,61,63
4588,"Facundo Erpen",51,67,67,69,67,80,57,62,76,69
4589,"Patricio Toranzo",74,67,66,54,69,68,67,64,70,49
4590,"Israel Damonte",69,65,69,54,56,66,69,68,55,65
4591,"Alexandros Tziolis",67,73,50,55,74,80,47,53,54,68
4592,"Sammy Bossut",45,33,52,41,29,64,42,45,70,12
4593,"Ross Wallace",68,72,76,78,78,31,90,83,59,36
4594,"Óscar Pérez",40,50,60,57,41,66,69,69,85,24
4595,"Alessandro Cordaro",67,66,77,72,81,57,81,82,69,47
4596,"Carlos Salcido",61,73,52,49,66,80,70,56,75,67
4597,"Billy Jones",51,61,66,67,81,71,68,69,72,61
4598,"Issa Cissokho",54,68,76,76,78,67,81,66,76,57
4599,"Hassan Yebda",65,69,33,34,52,78,54,46,54,76
4600,"Amaya",49,65,32,34,52,89,35,33,54,77
4601,"Franck Signorino",60,64,54,52,64,58,70,46,63,53
4602,"Jordan Lotiès",49,64,32,42,49,80,29,29,40,72
4603,"Christophe Lepoint",69,74,55,65,91,84,46,48,62,77
4604,"Kim Do Heon",78,71,53,53,60,57,78,72,76,53
4605,"Rodolfo",57,52,51,50,64,81,60,53,80,77
4606,"Niki Zimling",66,71,53,52,69,67,72,66,83,67
4607,"Jesper Hansen",49,50,36,31,35,66,64,33,69,13
4608,"Sabri Sarioglu",54,63,79,78,78,49,86,81,73,38
4609,"Ali Turan",53,61,53,52,52,78,43,43,64,68
4610,"Sulley Muntari",62,74,55,54,66,90,65,65,80,61
4611,"Marco Donadel",69,71,66,55,68,65,62,69,75,67
4612,"Elyasa Süme",53,69,46,45,65,76,59,53,68,70
4613,"Youssouf Hadji",70,64,56,53,64,76,63,68,74,71
4614,"Clément Maury",28,50,38,38,25,50,41,29,45,15
4615,"Alexander Madlung",39,72,27,30,53,93,31,25,53,79
4616,"Daniel Sjölund",75,73,46,38,78,73,75,71,59,39
4617,"Heiko Westermann",53,72,34,46,60,85,31,30,68,82
4618,"Johan Cavalli",75,71,74,75,79,62,85,80,50,50
4619,"Darren Bent",50,79,72,70,48,67,65,73,78,71
4620,"Jakob Poulsen",72,70,62,65,75,72,71,70,68,49
4621,"Matteo Brighi",74,74,54,54,66,70,76,56,70,68
4622,"Daniele Cacia",52,70,74,67,65,71,60,72,90,72
4623,"Steve von Bergen",45,76,67,68,72,76,70,64,80,72
4624,"Benoît Cheyrou",63,77,51,34,65,74,64,59,68,69
4625,"Gerhard Tremmel",11,61,42,46,30,69,39,34,68,14
4626,"Steed Malbranque",76,78,38,34,34,63,84,77,60,49
4627,"Rúben Fernandes",52,71,65,68,67,75,60,62,69,72
4628,"Stefan Ishizaki",77,71,63,60,60,57,77,79,58,48
4629,"Moreira",32,44,54,48,30,63,45,40,81,13
4630,"Sergiu Hanca",68,69,83,80,80,59,79,78,65,61
4631,"Damir Šovšic",67,64,77,77,66,59,63,80,48,41
4632,"Juan Sebastián Verón",83,90,37,48,25,59,62,50,42,56
4633,"Cristian Colmán",52,67,74,85,68,73,60,71,69,70
4634,"Tomáš Soucek",64,65,63,68,75,70,57,59,60,70
4635,"Antonín Barák",74,74,66,69,65,63,65,63,58,58
4636,"Manolis Siopis",59,63,72,77,75,58,82,69,66,55
4637,"Sasa Lukic",64,68,74,75,68,65,69,69,65,55
4638,"Michael Ngadeu-Ngadjui",33,62,66,70,60,92,67,62,70,72
4639,"Maximiliano Olivera",45,59,70,72,70,68,63,65,61,55
4640,"Andriy Totovytskyi",71,66,67,72,64,69,55,62,65,62
4641,"Alberth Elis",56,59,90,89,73,70,63,77,65,64
4642,"Omer Atzili",68,59,69,71,58,58,69,77,49,59
4643,"Ever Corredeira",53,67,65,67,67,77,57,61,68,70
4644,"Nilson Padilho",73,68,67,74,67,67,72,78,80,60
4645,"Luan Sendeiro",72,55,66,71,65,70,50,56,48,74
4646,"Jailson Oliva",50,62,85,81,77,46,79,84,69,50
4647,"João Bardinho",64,68,78,72,68,51,81,77,66,54
4648,"Rafa Navarro",51,35,82,80,67,35,83,81,76,67
4649,"Srdjan Babic",34,61,57,59,58,76,38,42,67,71
4650,"Youssef En-Nesyri",44,59,74,81,37,58,45,61,71,66
4651,"Matthijs de Ligt",42,68,70,66,61,78,44,68,72,68
4652,"Achraf Hakimi",61,62,78,81,81,71,74,75,64,55
4653,"Mateus",54,58,63,64,69,75,60,54,77,69
4654,"Ratón",33,37,47,52,38,66,34,68,67,13
4655,"Platiny",59,64,78,76,59,63,70,74,62,69
4656,"Sergey Chernik",23,24,22,17,25,67,35,32,73,10
4657,"Salvi",71,57,83,81,72,47,82,69,59,43
4658,"Alberto Benito",47,46,78,77,86,67,72,71,62,55
4659,"Didi",36,52,54,49,63,78,58,48,66,72
4660,"Borja Lasso",66,54,57,55,72,62,44,64,34,38
4661,"Allan Ardaújo",74,62,62,65,69,63,67,68,56,55
4662,"Jairo Farnias",51,59,67,68,54,58,65,66,74,7
4663,"Ricky Guerreda",56,66,79,77,72,45,86,80,66,47
4664,"Elgezabal",46,52,60,58,71,71,55,55,73,70
4665,"Milad Mohammadi",65,62,87,91,78,67,74,80,53,55
4666,"Daisuke Suzuki",53,50,64,67,80,68,69,67,74,72
4667,"Bernardo",49,63,69,78,75,69,64,73,74,59
4668,"Guillermo Acosta",68,61,78,78,87,58,83,82,72,47
4669,"Gonzalo Papa",48,59,66,65,77,75,63,60,64,54
4670,"Nicolás Romat",35,58,65,68,72,75,60,58,82,78
4671,"Nicolás Silva",62,58,88,85,69,23,94,94,56,36
4672,"Wataru Endo",36,47,79,75,73,73,67,47,75,67
4673,"Christopher Nkunku",70,61,81,77,69,49,79,73,59,47
4674,"Ryota Moriwaki",41,42,71,59,73,72,68,48,71,69
4675,"Milan Škriniar",41,52,65,65,64,69,53,43,67,71
4676,"Emanuel Dening",67,58,70,77,59,44,78,75,68,50
4677,"Gabriel Sanabria",78,57,72,66,58,56,69,71,59,68
4678,"Leonardo Castro",59,65,78,75,70,58,73,78,70,57
4679,"Yann Karamoh",65,65,84,81,75,61,65,70,68,65
4680,"Javi Ontiveros",64,49,76,72,34,33,88,75,49,32
4681,"Cameron Borthwick-Jackson",53,59,74,77,68,64,62,61,73,65
4682,"Alexis Soto",37,38,69,73,78,47,70,79,72,44
4683,"Joris Gnagnon",34,50,64,63,65,80,53,40,74,66
4684,"Emre Mor",57,54,89,81,61,43,94,95,65,41
4685,"Nejc Skubic",56,51,74,74,68,66,67,71,71,59
4686,"Jozo Šimunovic",40,67,63,71,65,77,66,47,68,70
4687,"Saberto Botelho",46,67,65,68,82,80,65,58,72,69
4688,"Sevinho Santos",54,61,61,66,54,71,61,65,72,72
4689,"Vicemte Tófoli",61,67,81,78,62,41,84,62,56,53
4690,"Diogildo Peixe",71,62,71,72,62,61,81,83,54,61
4691,"Raphael Paneira",68,72,58,56,53,55,58,73,49,64
4692,"Macarinho Louro",53,55,87,77,56,58,82,83,51,56
4693,"Renaldo Justinho",73,67,72,74,51,52,64,81,48,67
4694,"Alam Basteirinho",76,71,51,55,47,46,64,63,49,48
4695,"Diegildo Ramos",72,71,67,67,78,71,77,77,52,71
4696,"Ansel Barnisco",71,67,64,63,72,80,61,51,62,69
4697,"Nazarinho Rios",66,55,55,52,77,82,51,49,61,66
4698,"Lourival Dinisco",41,55,65,60,56,77,55,59,72,76
4699,"Allison Sireo",39,65,71,78,61,77,29,32,57,75
4700,"Eltson Marques",39,46,48,44,52,83,39,38,42,77
4701,"Césario Figueirido",44,57,56,59,59,90,61,45,62,76
4702,"Milton Menceiros",64,78,76,68,64,74,67,71,85,68
4703,"Bernardo Motinho",67,66,71,73,65,64,71,72,66,65
4704,"Sérgio Espinho",62,51,67,66,73,72,59,51,71,71
4705,"Paulo Mesqueira",71,68,92,90,74,48,86,87,60,55
4706,"Daguinho Parrela",62,61,77,78,78,79,57,61,62,62
4707,"Luisinho Conradi",59,65,77,68,76,70,72,72,68,52
4708,"Wagner Orsinho",59,70,82,79,67,62,74,62,66,59
4709,"Emerson Avintes",69,77,50,63,69,56,73,75,79,48
4710,"Breno Bemposta",67,69,49,50,77,74,50,62,55,66
4711,"Enzo Chissano",59,64,75,72,83,70,77,66,62,46
4712,"Alexio Sanctos",48,57,49,68,62,82,64,67,75,76
4713,"Renatao Baumer",48,62,64,68,75,67,71,47,66,68
4714,"Alam Araújo",41,44,75,77,70,66,74,71,58,69
4715,"Victor Fachinhas",62,35,33,42,33,59,37,39,77,9
4716,"Vital Nsimba",59,49,88,88,81,65,88,86,77,59
4717,"Fran Villalba",72,59,66,66,57,30,88,75,53,33
4718,"Andrey Lunev",33,30,58,54,27,67,50,36,60,17
4719,"Georgiy Dzhikiya",46,40,92,75,64,85,60,53,64,64
4720,"Rodrigo Pinho",62,67,68,69,61,76,59,67,74,68
4721,"Victorien Angban",69,73,62,65,71,72,69,71,62,41
4722,"Pascal Stenzel",56,58,65,67,75,59,70,66,64,54
4723,"Fernando De Paul",64,29,37,44,36,65,65,33,67,12
4724,"David Rocha",71,74,57,55,71,66,70,58,53,54
4725,"Matheus Pereira",64,73,75,69,55,53,70,69,53,52
4726,"Charles",48,37,28,30,30,49,34,27,55,20
4727,"Elohim Rolland",69,67,64,69,83,73,66,61,64,59
4728,"Davide Calabria",40,62,79,77,78,68,77,79,69,56
4729,"Hidde Jurjus",40,29,49,39,44,63,50,38,71,19
4730,"Marc Roberts",32,44,52,62,62,81,51,41,85,69
4731,"Zinédine Machach",69,67,76,76,73,66,67,69,62,59
4732,"Raillo",46,66,59,63,75,67,57,40,74,80
4733,"Alexandre Silva",65,65,84,83,68,65,68,84,54,54
4734,"Giovanni Troupée",50,56,75,79,84,69,74,69,68,55
4735,"Georgiy Tigiev",59,55,83,84,73,60,71,79,51,51
4736,"Brandley Kuwas",62,51,81,77,64,61,78,75,55,34
4737,"Rico Strieder",63,46,66,65,85,60,78,73,62,59
4738,"Óscar Vílchez",63,59,62,63,70,75,67,59,61,58
4739,"Josep Señé",74,48,64,70,49,56,60,61,54,61
4740,"Nuno Santos",65,56,83,76,64,63,72,78,57,57
4741,"Kim Seung Joon",70,60,80,80,81,61,77,77,59,52
4742,"Anastasios Donis",50,61,79,76,75,61,77,78,69,58
4743,"Hugo Basto",33,45,63,66,70,77,50,45,67,68
4744,"Dmitriy Stotskiy",67,64,82,79,84,47,85,81,72,66
4745,"Samuel Adegbenro",66,68,86,84,74,71,84,83,70,55
4746,"Damián Lemos",56,67,66,69,78,73,60,64,74,72
4747,"Cristian Arrieta",48,59,86,85,91,49,80,77,83,60
4748,"Melero",68,52,59,60,66,62,59,58,54,51
4749,"Yojiro Takahagi",72,67,49,50,63,62,68,71,62,38
4750,"Jhonathan Muñoz",46,58,62,52,53,74,67,45,73,66
4751,"Ivo Rodrigues",67,64,78,79,67,68,68,73,50,48
4752,"Bruno Santos",53,54,74,75,73,66,62,63,71,60
4753,"Benjamin Pavard",62,59,70,73,67,58,68,69,58,65
4754,"Matías Escudero",28,42,65,65,58,71,66,47,78,69
4755,"Antonio Milic",54,61,44,54,69,76,44,46,69,77
4756,"Kieran Tierney",64,69,79,80,75,57,72,66,62,52
4757,"Fabián",74,46,52,55,45,42,47,60,54,61
4758,"Che Adams",59,62,90,89,71,81,74,80,74,48
4759,"Assane Gnoukouri",68,60,69,69,69,68,70,59,69,69
4760,"Steven Bergwijn",63,51,83,84,64,61,83,78,70,55
4761,"Olivier Boscagli",63,61,71,69,73,68,60,63,70,65
4762,"Daniele Verde",68,64,91,90,72,33,93,85,49,46
4763,"Washington",64,59,73,67,83,75,62,56,64,53
4764,"Oliver Burke",57,64,91,94,61,78,67,77,50,44
4765,"Carlos Embalo",56,62,84,86,78,62,76,82,57,43
4766,"Duje Caleta-Car",45,66,65,66,73,80,62,48,73,72
4767,"Jarlan Barrera",72,63,76,74,60,56,79,90,71,49
4768,"Ramahlwe Mphahlele",45,68,74,72,69,70,65,56,61,57
4769,"Alex Meret",21,25,41,48,29,65,48,37,68,19
4770,"Joe Gomez",39,63,79,79,67,78,70,64,64,69
4771,"Jean-Luc Dompé Diarra",62,46,85,81,64,54,74,84,63,48
4772,"André Moreira",49,31,47,49,42,73,45,35,51,12
4773,"Lewis Cook",66,70,79,74,79,63,82,79,60,47
4774,"Sasa Zdjelar",59,58,68,69,80,68,59,70,68,59
4775,"Dabney Dos Santos",70,66,90,87,76,42,75,88,62,47
4776,"Sofyan Amrabat",73,58,70,69,75,68,79,72,62,59
4777,"Marcos Riquelme",58,57,81,81,70,84,61,73,79,65
4778,"Alejandro Márquez",60,62,69,61,80,70,70,67,74,50
4779,"Sergio Herrera",33,29,45,49,42,67,45,37,54,14
4780,"Vítor Bruno",60,60,87,84,72,55,82,85,77,52
4781,"Julio Chiarini",38,21,45,49,31,57,58,33,59,20
4782,"João Afonso",32,62,55,53,66,84,51,46,72,75
4783,"Stephen Kingsley",55,55,74,73,74,61,74,76,79,58
4784,"Tom van Weert",49,67,70,69,66,66,65,65,84,73
4785,"Granell",68,60,66,67,74,63,78,73,66,45
4786,"Borja Lázaro",49,62,51,52,57,87,47,43,63,82
4787,"Rui Correia",29,54,54,65,63,76,53,56,45,73
4788,"Concha",67,66,69,71,62,47,81,57,51,51
4789,"Emil Berggreen",61,65,54,64,62,88,59,54,70,72
4790,"Aleksandar Pešic",66,71,66,53,72,82,44,62,74,71
4791,"Filipe Melo",60,59,62,63,77,82,48,50,64,73
4792,"Lucas Diarte",33,56,60,67,76,63,67,63,88,56
4793,"Carraça",64,63,74,67,77,69,71,73,78,52
4794,"Emanuel Aguilera",47,58,53,67,67,81,34,37,49,65
4795,"Ogulcan Çaglayan",64,55,79,78,68,70,70,78,64,64
4796,"Muammer Yildirim",31,23,26,25,18,37,52,19,27,14
4797,"Dorin Rotariu",67,65,64,73,60,59,69,70,78,76
4798,"Fernando Pellegrino",36,34,36,37,30,67,52,28,57,16
4799,"Selim Ay",33,39,66,66,75,76,58,58,78,74
4800,"Pablo Pérez",68,58,57,59,60,67,54,59,71,80
4801,"Benno Schmitz",57,66,68,69,75,68,66,71,64,59
4802,"Martin Ødegaard",70,55,78,62,65,34,76,79,50,36
4803,"Ezequiel Unsain",41,23,45,39,32,63,51,50,60,15
4804,"José Carlos",29,45,54,55,66,65,66,46,71,71
4805,"Barnes Osei",61,51,83,82,67,61,71,77,72,45
4806,"Vasil Bozhikov",39,47,68,66,66,77,69,70,80,60
4807,"Strahil Popov",53,68,68,75,65,72,53,52,76,66
4808,"Leonel Di Plácido",68,44,85,83,80,55,74,73,63,51
4809,"Patrick Roberts",71,67,82,78,61,30,90,91,49,46
4810,"Kasper Fisker",69,61,74,67,83,55,84,65,74,37
4811,"Paul Seguin",59,62,67,63,68,75,65,68,66,66
4812,"Gonzalo Díaz",68,65,84,82,55,50,79,80,50,48
4813,"Kim Do Hyeok",74,69,55,58,85,69,81,72,71,54
4814,"Ryan Hollingshead",62,64,69,75,80,76,58,56,80,72
4815,"Ernesto Hernández",46,46,52,50,36,53,47,55,56,18
4816,"Armando Vargas",72,70,76,72,65,56,82,76,63,41
4817,"Dieter Villalpando",73,71,72,73,80,68,72,80,67,58
4818,"Ante Puljic",39,73,63,54,64,73,57,56,73,73
4819,"Gerónimo Poblete",67,63,67,66,82,69,74,73,70,50
4820,"Tim Leibold",63,65,86,84,73,64,85,85,78,56
4821,"Cameron Brannagan",74,67,67,69,69,65,67,69,62,53
4822,"Ryan Thomas",74,67,82,78,68,47,82,75,63,31
4823,"Federico Mattiello",60,64,68,75,69,65,73,75,55,68
4824,"Kemar Lawrence",46,59,88,86,78,62,58,79,70,64
4825,"Dmytro Khomchenovskyi",72,53,74,73,71,68,70,69,34,44
4826,"Bersant Celina",66,60,73,70,51,61,70,71,47,50
4827,"Jorginho",63,67,79,78,81,58,69,76,68,33
4828,"Zhivko Milanov",57,68,64,70,72,69,73,70,70,71
4829,"Ismaïl Aissati",73,68,75,65,70,57,78,78,52,39
4830,"Gheorghe Grozav",66,62,80,77,73,72,50,68,70,65
4831,"Igor Bubnjic",29,62,55,55,60,78,34,55,66,73
4832,"Ante Rebic",58,58,76,76,73,72,58,68,66,68
4833,"Jimmy Medranda",62,62,80,74,80,60,86,80,55,44
4834,"Dimitri Cavaré",47,45,68,67,68,86,44,59,60,67
4835,"Baptiste Santamaria",74,55,73,68,73,62,69,75,70,60
4836,"Uroš Matic",65,65,67,71,87,72,68,67,72,62
4837,"Raffaele Di Gennaro",41,24,40,46,39,50,61,36,60,15
4838,"Saúl",53,55,72,68,70,64,63,58,59,49
4839,"Pedro Tiba",73,72,66,67,82,76,64,65,69,52
4840,"Raúl Osorio",27,56,74,73,66,74,64,62,83,67
4841,"César Pinares",69,68,79,79,73,71,74,84,57,37
4842,"Pozo",61,59,76,69,56,55,80,73,53,57
4843,"Olivier Ntcham",63,64,72,73,75,79,69,62,55,48
4844,"Kim Min Woo",71,60,73,72,82,67,74,73,45,50
4845,"Samir Saad",56,63,76,78,66,64,67,70,68,65
4846,"Aleksandar Bjelica",66,63,67,70,73,76,60,63,70,68
4847,"Jonathan Zacaría",61,70,85,79,72,66,74,71,54,47
4848,"Dakonam Djené",39,53,82,81,81,73,73,78,83,62
4849,"Javier Mendoza",60,52,83,80,70,42,83,75,77,38
4850,"Alexis Martín Arias",25,25,49,42,33,65,55,32,54,14
4851,"Martín Barragán",66,53,76,75,69,71,68,76,85,80
4852,"Shuichi Gonda",66,29,46,43,57,60,50,40,53,13
4853,"Shusaku Nishikawa",26,29,44,40,56,66,57,68,67,27
4854,"Sequeira",44,63,68,73,71,71,64,60,58,54
4855,"Darwin Cerén",61,73,65,67,84,66,81,54,34,49
4856,"Wilker Ángel",34,43,53,61,62,89,42,39,76,65
4857,"Aníbal Godoy",63,59,55,55,78,73,62,63,63,51
4858,"Václav Cerný",65,57,87,84,64,33,80,92,40,42
4859,"Yeltsin Tejeda",61,58,67,66,78,74,72,62,74,62
4860,"Godfrey Oboabona",40,70,71,76,70,80,60,60,82,66
4861,"Jean Zimmer",51,63,83,85,82,59,91,84,76,40
4862,"Alvas Powell",57,60,84,89,79,71,72,83,80,59
4863,"Luca Bittante",56,64,68,78,78,60,54,68,54,60
4864,"Roberto",54,64,68,74,64,67,69,70,81,77
4865,"Filip Raicevic",50,62,64,65,64,74,61,62,74,76
4866,"Néstor Moiraghi",29,64,46,62,51,75,61,45,70,73
4867,"Boli Bolingoli",61,69,87,85,86,72,68,78,83,58
4868,"Renaud Emond",58,69,67,68,60,70,60,65,67,72
4869,"Uroš Spajic",47,60,64,65,68,76,64,58,77,69
4870,"Edimilson Fernandes",68,63,77,81,72,67,58,72,60,43
4871,"Birama Ndoye",55,66,54,71,74,90,71,59,73,66
4872,"Bruno Pires",46,64,67,67,71,82,67,65,70,71
4873,"Ibrahima Seck",63,43,50,65,90,89,44,46,48,76
4874,"Guido Milan",37,47,34,46,72,91,44,48,48,73
4875,"Gabriel Graciani",64,42,77,79,82,76,70,73,78,62
4876,"César",30,54,53,66,61,81,40,43,60,70
4877,"Lucas Pittinari",60,55,67,70,80,67,66,63,68,56
